000000000041,000000004100,-00991,-01240,002195,-00009,-00011,-00004,000001,-00003,000001,000001,000000,000001,000001,000000,-00001,-00001
000000000042,000000004200,-00936,-01282,002187,-00008,-00002,-00005,000003,000003,000001,000001,000001,000001,000001,000001,000000,000000
000000000043,000000004300,-00881,-01327,002176,-00008,000001,000003,000002,-00007,000001,000000,000000,000000,000001,000000,-00001,-00001
000000000044,000000004400,-00822,-01373,002164,-00009,000001,-00010,-00003,-00005,000001,000000,000000,000000,000000,000001,000000,-00001
000000000045,000000004500,-00756,-01424,002151,-00009,000000,000007,-00004,-00003,000002,000001,000000,000000,000000,000000,000000,000000
000000000046,000000004600,-00685,-01477,002133,-00008,000004,-00009,-00004,-00011,000001,000000,000000,000000,000001,000001,-00001,-00001
000000000047,000000004700,-00612,-01537,002115,-00009,000009,000003,-00003,000000,000001,000001,000000,000000,000000,000001,-00002,000000
000000000048,000000004800,-00540,-01594,002099,-00007,000001,-00005,-00004,-00003,000001,000000,000000,000001,-00001,000000,-00001,-00001
000000000049,000000004900,-00463,-01649,002077,-00007,-00005,-00003,-00007,-00005,000001,000001,000001,-00001,000001,000001,-00001,000000
000000000050,000000005000,-00388,-01700,002047,-00008,-00004,-00001,-00008,000005,000000,-00001,000000,-00001,000000,-00001,-00002,-00001
000000000051,000000005100,-00312,-01742,002018,-00007,-00003,-00007,-00011,-00003,000001,000000,000000,000000,000000,000000,000000,-00002
000000000052,000000005200,-00239,-01780,001984,-00009,-00003,-00002,-00013,-00004,000000,000001,000001,000001,000000,000001,000000,-00001
000000000053,000000005300,-00174,-01810,001945,-00008,-00011,-00007,-00010,000003,000001,000000,000000,000000,000000,000000,-00001,000000
000000000054,000000005400,-00109,-01838,001910,-00007,-00009,-00001,-00007,-00009,000001,000001,000000,000000,000001,000001,-00001,-00001
000000000055,000000005500,-00046,-01864,001873,-00007,000000,-00003,-00004,-00004,000001,000000,000000,000000,-00001,-00001,-00001,000000
000000000056,000000005600,000014,-01892,001839,-00008,000001,-00002,-00004,-00003,000001,000001,000001,000001,000000,000001,-00001,-00001
000000000057,000000005700,000075,-01920,001806,-00007,000001,-00005,-00003,-00013,000000,000000,000000,000000,000000,000000,-00002,-00001
000000000058,000000005800,000136,-01950,001774,-00008,000001,000005,-00004,-00001,000001,-00003,000000,-00003,000001,000000,-00002,000000
000000000059,000000005900,000201,-01981,001743,-00007,000006,-00007,-00002,-00002,000001,000000,000000,000000,000000,000000,-00001,000000
000000000060,000000006000,000265,-02015,001708,-00008,000007,000005,-00003,-00007,000000,000001,000000,-00001,000000,-00001,-00001,000000
000000000061,000000006100,000330,-02046,001673,-00008,000002,-00009,000001,000005,000000,000000,000001,000000,000001,000000,-00002,000000
000000000062,000000006200,000394,-02071,001633,-00009,-00005,000000,000003,-00003,000001,000000,000000,000000,000000,000000,000000,000000
000000000063,000000006300,000463,-02092,001587,-00009,-00005,-00005,000001,-00003,000000,000000,-00002,000000,000000,000000,-00001,-00001
000000000064,000000006400,000534,-02110,001533,-00009,-00003,-00006,-00003,000005,000000,000000,000000,000000,-00001,-00001,-00001,-00001
000000000065,000000006500,000607,-02130,001478,-00009,-00007,-00004,-00005,-00007,000000,000000,000000,000000,000000,000000,-00001,-00001
000000000066,000000006600,000686,-02149,001423,-00008,-00012,-00009,-00006,-00005,000000,000001,000000,000000,-00001,000001,-00001,000000
000000000067,000000006700,000760,-02168,001361,-00008,-00007,-00003,-00005,-00001,000000,000000,000000,000001,000001,000001,-00001,-00001
000000000068,000000006800,000835,-02183,001304,-00008,000000,-00005,-00005,-00013,000000,000001,-00002,000000,000000,000000,-00001,-00001
000000000069,000000006900,000906,-02196,001245,-00009,-00001,-00001,-00006,-00005,000002,000002,000002,000001,000001,000003,000000,000001
000000000070,000000007000,000975,-02208,001191,-00009,000000,-00004,-00006,-00004,000000,000001,000000,-00001,000001,000001,000000,000000
000000000071,000000007100,001037,-02218,001139,-00008,000003,000002,-00008,-00008,000000,000000,000000,000000,000000,000000,-00001,-00002
000000000072,000000007200,001091,-02222,001088,-00009,000009,-00005,-00011,000003,000000,000000,000000,000000,-00002,-00001,-00001,000000
000000000073,000000007300,001139,-02220,001038,-00007,000005,000005,-00010,-00001,000000,000000,000000,000000,000000,000000,-00002,-00002
000000000074,000000007400,001184,-02213,000989,-00007,-00003,-00011,-00007,-00002,000000,000000,000000,000000,000000,000000,-00001,-00002
000000000075,000000007500,001227,-02205,000936,-00009,-00006,000001,-00006,000005,000000,000001,000001,000000,000000,000000,-00001,-00001
000000000076,000000007600,001273,-02197,000880,-00009,-00005,-00009,-00005,-00005,000000,000000,000000,000000,-00001,-00001,-00001,-00001
000000000077,000000007700,001322,-02188,000823,-00007,-00004,-00005,-00005,-00004,000001,-00001,000000,000001,000001,000000,000000,-00001
000000000078,000000007800,001374,-02178,000760,-00008,-00011,-00003,-00005,000001,000000,000000,-00002,000000,000000,-00002,-00001,000000
000000000079,000000007900,001431,-02164,000692,-00008,-00009,-00007,-00005,-00010,000000,000000,000000,000000,000000,000000,-00001,-00001
000000000080,000000008000,001489,-02150,000617,-00009,-00003,-00001,-00003,-00006,000000,000000,000000,000000,000000,000000,000000,000000
000000000081,000000008100,001550,-02138,000544,-00007,000000,-00007,000000,-00003,000001,-00001,-00001,000001,000000,000000,000000,000000
000000000082,000000008200,001604,-02118,000471,-00009,000000,-00002,000003,-00010,000000,000000,000000,000000,000001,000001,000000,000000
000000000083,000000008300,001656,-02093,000397,-00007,000001,-00003,000004,000001,000001,000000,000001,000001,-00001,-00001,-00001,-00001
000000000084,000000008400,001699,-02063,000321,-00009,000007,000001,000003,000000,000001,000000,000000,000000,000000,000001,000000,-00001
000000000085,000000008500,001738,-02026,000249,-00007,000007,-00005,-00004,-00004,000000,000001,000001,000001,-00001,000001,-00001,000000
000000000086,000000008600,001771,-01988,000179,-00009,000000,000003,-00003,000006,000001,000000,000001,000001,000000,000001,-00002,-00001
000000000087,000000008700,001799,-01948,000113,-00007,-00004,-00009,-00006,-00003,000000,000000,000001,000001,000000,000000,-00001,-00001
000000000088,000000008800,001823,-01910,000049,-00007,-00004,000003,-00005,-00005,000000,000000,000000,000000,000001,-00001,-00001,-00001
000000000089,000000008900,001849,-01872,-00014,-00009,-00003,-00011,-00005,000003,000000,-00001,000000,000000,000000,000001,-00001,000000
000000000090,000000009000,001875,-01836,-00076,-00008,-00005,000000,-00007,-00011,000002,000001,000001,000001,000000,000000,-00002,000000
000000000091,000000009100,001905,-01804,-00139,-00009,-00010,-00008,-00009,-00005,000000,000001,000001,000000,-00001,000000,000000,000000
000000000092,000000009200,001938,-01772,-00202,-00009,-00006,-00004,-00011,-00003,000002,000001,000001,000002,000001,000001,000001,000000
000000000093,000000009300,001974,-01740,-00266,-00009,000003,-00001,-00009,-00011,000000,000000,000000,000000,000000,000000,-00001,-00001
000000000094,000000009400,002007,-01709,-00332,-00009,000000,-00007,-00009,-00002,000000,000001,000001,000001,000000,000000,000000,-00001
000000000095,000000009500,002037,-01672,-00399,-00008,000000,000000,-00007,-00003,000000,000000,000001,000000,000001,-00001,-00001,-00001
000000000096,000000009600,002064,-01631,-00464,-00009,000001,-00003,-00003,-00006,000001,000000,000000,000001,000001,000001,-00002,000000
000000000097,000000009700,002084,-01582,-00533,-00009,000007,000001,-00003,000005,-00001,-00001,-00001,-00001,000002,000001,-00001,-00001
000000000098,000000009800,002101,-01524,-00607,-00008,000003,-00005,-00004,-00001,000001,000001,000001,000001,000000,000000,000000,000000
000000000099,000000009900,002119,-01466,-00680,-00007,-00003,-00001,-00005,-00003,000000,000000,000001,000001,000001,000000,-00001,000001
000000000100,000000010000,002133,-01407,-00756,-00008,-00005,-00006,-00005,000001,000000,000000,000001,000000,000001,000000,000000,000000
000000000101,000000010100,002146,-01346,-00828,-00008,-00004,000001,-00002,-00007,000000,000000,000001,000001,000000,000000,-00002,000000
000000000102,000000010200,002157,-01286,-00896,-00009,-00004,-00012,000000,-00005,000000,000000,000000,000000,000001,000000,-00001,000000
000000000103,000000010300,002167,-01231,-00963,-00008,-00007,000003,000003,-00001,000002,000000,000000,000000,000000,000000,000000,-00001
000000000104,000000010400,002179,-01176,-01027,-00008,-00008,-00011,000001,-00012,000000,000001,000002,000001,-00001,000001,-00001,-00001
000000000105,000000010500,002186,-01127,-01084,-00009,-00002,000001,-00003,-00005,000000,000001,000000,000000,000000,-00001,-00001,000001
000000000106,000000010600,002189,-01079,-01137,-00008,000002,-00004,-00005,-00003,-00001,000000,-00001,000000,000001,000001,000000,000001
000000000107,000000010700,002184,-01030,-01182,-00009,000001,-00003,-00004,-00008,000001,000000,000000,000000,-00002,000000,-00001,000000
000000000108,000000010800,002178,-00977,-01224,-00009,000001,000001,-00003,000003,000000,000000,000001,-00001,000001,000000,000000,000000
000000000109,000000010900,002170,-00924,-01270,-00008,000005,-00003,-00003,-00003,000000,000000,000001,000001,000000,000000,000000,000000
000000000110,000000011000,002163,-00866,-01317,-00009,000007,000001,-00005,-00004,000000,000000,000002,000002,000001,000000,000000,000000
000000000111,000000011100,002153,-00808,-01367,-00009,000000,-00005,-00007,000005,-00001,000000,-00001,-00001,000001,000000,-00001,000000
000000000112,000000011200,002144,-00744,-01422,-00008,-00004,-00002,-00009,-00005,000000,000001,000000,000000,000000,000000,-00001,-00001
000000000113,000000011300,002130,-00671,-01480,-00009,-00006,-00005,-00013,-00005,000000,000001,000000,000000,000001,000001,000000,000000
000000000114,000000011400,002115,-00595,-01539,-00008,-00004,-00003,-00010,000001,000000,000000,000000,000000,000000,000001,-00001,-00001
000000000115,000000011500,002100,-00520,-01598,-00008,-00003,-00007,-00007,-00009,000000,000000,000000,000000,000000,000001,000000,000000
000000000116,000000011600,002074,-00444,-01650,-00010,-00009,-00001,-00005,-00006,000000,-00001,000000,000000,000001,000001,000000,-00001
000000000117,000000011700,002046,-00367,-01698,-00008,-00009,-00010,-00004,-00003,000000,000000,000000,000000,000001,-00001,-00001,000000
000000000118,000000011800,002011,-00290,-01736,-00008,000000,000006,-00003,-00012,000000,000001,000000,000001,-00001,000001,-00001,000000
000000000119,000000011900,001975,-00222,-01771,-00009,000001,-00012,-00006,-00003,000001,000000,000001,000000,-00001,-00001,000000,-00001
000000000120,000000012000,001935,-00151,-01800,-00007,000000,000003,-00005,-00003,-00001,-00001,-00001,-00001,000000,000001,000000,-00001
000000000121,000000012100,001900,-00085,-01826,-00006,000002,-00003,-00003,-00004,000001,000001,000000,-00001,000000,000000,-00001,-00001
000000000122,000000012200,001864,-00023,-01856,-00008,000008,000000,000001,000007,000000,000000,000000,000001,000000,000001,-00002,000000
000000000123,000000012300,001830,000040,-01886,-00008,000005,000001,000002,-00001,000000,000000,000000,000000,000001,000000,-00002,-00002
000000000124,000000012400,001798,000102,-01916,-00008,-00001,-00005,000003,-00003,000000,000001,000001,000000,000000,000001,000000,000000
000000000125,000000012500,001765,000166,-01948,-00010,-00005,000000,000001,000006,000001,000000,000000,000001,000000,000001,000000,-00001
000000000126,000000012600,001732,000232,-01980,-00010,-00005,-00009,-00005,-00007,000000,000001,000000,000000,000000,-00001,-00001,000000
000000000127,000000012700,001699,000298,-02013,-00009,-00004,-00004,-00007,-00006,000000,000000,000001,000000,000001,000001,-00001,-00001
000000000128,000000012800,001665,000363,-02044,-00008,-00008,-00007,-00005,000000,000000,000000,000001,000001,000000,000000,-00001,000000
000000000129,000000012900,001624,000429,-02070,-00009,-00008,-00001,-00003,-00012,000000,000000,000001,000000,000000,000000,000000,-00001
000000000130,000000013000,001577,000498,-02094,-00009,-00005,-00007,-00005,-00005,000000,000000,000001,000000,000000,000000,000000,000000
000000000131,000000013100,001524,000571,-02109,-00008,000001,000002,-00005,-00002,000000,000001,000001,000001,000001,000001,-00001,000000
000000000132,000000013200,001468,000646,-02129,-00009,000000,-00011,-00010,-00008,000000,000000,000001,000000,000000,000000,-00001,000000
000000000133,000000013300,001411,000722,-02148,-00009,000000,000005,-00011,000001,000000,000000,000000,000001,000000,000000,000000,000000
000000000134,000000013400,001350,000800,-02163,-00009,000003,-00007,-00009,000000,000000,000000,000001,000000,000000,000000,-00001,000000
000000000135,000000013500,001291,000874,-02176,-00008,000006,000001,-00009,-00004,000000,000000,000001,000000,000000,000001,-00001,000000
000000000136,000000013600,001233,000945,-02188,-00008,000004,-00003,-00004,000007,000000,000000,000000,000000,000000,000000,000000,000000
000000000137,000000013700,001177,001012,-02202,-00008,-00003,-00004,-00004,-00004,000001,000000,000001,000001,000000,-00001,-00001,000000
000000000138,000000013800,001123,001073,-02209,-00007,-00005,-00001,-00005,-00005,000001,000001,000001,000001,000001,-00001,-00001,-00002
000000000139,000000013900,001073,001128,-02213,-00009,-00004,-00010,-00007,000000,000000,-00002,000000,-00001,-00001,000000,-00001,-00001
000000000140,000000014000,001025,001176,-02212,-00007,-00005,-00004,-00005,-00009,000000,000000,000001,000001,000000,000000,-00001,-00001
000000000141,000000014100,000974,001220,-02205,-00007,-00010,-00009,-00007,-00006,000000,000000,000001,000000,000001,-00001,-00001,-00001
000000000142,000000014200,000922,001264,-02197,-00009,-00011,-00003,-00001,-00002,000000,000000,000000,000000,000001,000001,000001,000000
000000000143,000000014300,000867,001309,-02187,-00008,-00002,-00005,000003,-00011,000000,000000,000000,000000,000000,000000,-00001,000000
000000000144,000000014400,000810,001359,-02174,-00005,000004,000003,000005,000000,-00001,000000,000000,000000,000001,000001,000000,-00002
000000000145,000000014500,000745,001408,-02162,-00009,000001,-00007,000003,-00001,000000,000000,000000,000001,000001,000001,-00001,000000
000000000146,000000014600,000674,001461,-02143,-00009,000000,000004,000000,-00005,000000,000000,000001,000000,000001,000001,000000,000000
000000000147,000000014700,000600,001518,-02128,-00008,000005,-00007,-00001,000006,000001,000000,000001,000001,-00001,-00001,-00001,-00001
000000000148,000000014800,000527,001576,-02111,-00009,000005,000007,-00005,-00002,000000,000000,000001,000000,000000,000001,000000,-00001
000000000149,000000014900,000451,001629,-02089,-00009,000001,-00009,-00005,-00004,000000,000000,000000,000000,000001,000001,000000,-00001
000000000150,000000015000,000376,001680,-02061,-00008,-00003,000000,-00003,000003,000001,000000,000000,000000,-00001,000000,000000,000000
000000000151,000000015100,000301,001723,-02030,-00008,-00004,-00007,-00006,-00008,000000,000000,000000,000000,000000,000000,000000,-00001
000000000152,000000015200,000228,001761,-01994,-00008,-00003,-00007,-00008,-00005,-00002,000000,-00002,000000,000000,000000,-00001,-00001
000000000153,000000015300,000159,001791,-01955,-00007,-00007,-00003,-00010,-00001,-00001,000002,000001,000001,000000,000001,-00001,-00001
000000000154,000000015400,000092,001817,-01918,-00009,-00010,-00007,-00013,-00011,000001,000000,-00001,000000,000000,000000,000000,000000
000000000155,000000015500,000030,001844,-01880,-00009,-00009,-00003,-00011,-00005,000001,000000,000000,-00001,-00001,000001,-00001,-00001
000000000156,000000015600,-00029,001870,-01845,-00008,000001,-00005,-00007,-00005,000001,000000,000000,000000,000001,000000,-00001,000000
000000000157,000000015700,-00087,001897,-01812,-00009,000000,-00003,-00005,-00008,000001,000000,000001,000001,000000,000000,-00001,000000
000000000158,000000015800,-00148,001926,-01784,-00009,000000,-00005,-00002,000004,-00001,000000,000000,-00001,000001,000000,000000,000000
000000000159,000000015900,-00208,001961,-01753,-00007,000003,000003,-00003,-00001,000000,000000,000000,000000,000001,000000,000000,-00001
000000000160,000000016000,-00273,001995,-01723,-00009,000007,-00006,-00004,-00003,000001,000001,000001,000000,000000,000000,-00001,000000
000000000161,000000016100,-00340,002027,-01688,-00008,000003,000004,-00004,000005,000002,000000,-00001,000002,000002,000001,000000,000001
000000000162,000000016200,-00406,002054,-01648,-00009,-00004,-00011,-00004,-00006,000001,000000,000001,000000,000000,000001,000000,-00001
000000000163,000000016300,-00474,002076,-01602,-00007,-00005,000002,-00001,-00003,000001,000000,000000,-00001,000000,000000,-00001,-00001
000000000164,000000016400,-00544,002092,-01547,-00007,-00004,-00011,000002,000000,000001,000000,000000,000000,-00001,000000,-00001,-00001
000000000165,000000016500,-00618,002109,-01489,-00009,-00005,-00004,000003,-00010,000000,000000,000000,000001,000000,000000,-00001,000000
000000000166,000000016600,-00692,002126,-01432,-00008,-00009,-00004,000000,-00004,000001,000001,000000,000000,000000,000001,000000,000000
000000000167,000000016700,-00770,002144,-01374,-00008,-00009,-00008,-00003,-00003,-00001,-00001,-00002,-00001,000001,000000,-00001,-00001
000000000168,000000016800,-00844,002160,-01315,-00009,-00002,-00003,-00006,-00010,000001,000000,000000,000000,000001,000001,-00001,-00001
000000000169,000000016900,-00914,002175,-01258,-00008,000000,-00005,-00005,000001,000000,000000,000001,000001,000000,-00001,000000,-00001
000000000170,000000017000,-00984,002189,-01204,-00008,-00001,-00001,-00005,-00002,000000,000000,000000,000000,000000,-00001,-00002,000000
000000000171,000000017100,-01046,002200,-01153,-00008,000001,-00003,-00004,-00005,-00001,000000,000000,000000,000000,000000,000000,-00001
000000000172,000000017200,-01099,002205,-01101,-00007,000009,000001,-00003,000006,000003,000003,000002,000002,000000,000001,000000,000000
000000000173,000000017300,-01148,002203,-01052,-00009,000007,-00005,-00008,-00004,000001,000001,000001,000000,-00001,000000,-00001,-00001
000000000174,000000017400,-01192,002195,-01001,-00009,-00002,000003,-00011,-00003,000001,-00001,000001,000001,000001,-00001,-00001,-00001
000000000175,000000017500,-01234,002186,-00950,-00008,-00004,-00011,-00011,000003,000000,000000,-00002,000000,-00001,000001,000000,000000
000000000176,000000017600,-01281,002177,-00895,-00007,-00003,000003,-00008,-00011,000001,000000,000001,000000,000000,000000,000000,-00002
000000000177,000000017700,-01328,002168,-00836,-00009,-00003,-00012,-00006,-00003,000002,000000,000000,000001,000001,000001,-00001,-00001
000000000178,000000017800,-01383,002161,-00775,-00007,-00007,-00001,-00004,-00003,000001,-00001,000001,000000,-00001,000000,000000,000000
000000000179,000000017900,-01439,002147,-00706,-00008,-00012,-00007,-00005,-00011,000001,000000,-00001,-00001,000000,000000,000000,000000
000000000180,000000018000,-01496,002133,-00634,-00009,-00006,-00004,-00006,-00003,000001,000000,000001,000001,-00001,000001,-00001,-00001
000000000181,000000018100,-01558,002119,-00559,-00008,000001,-00002,-00005,-00002,-00001,000000,000000,000000,000002,000001,000000,-00001
000000000182,000000018200,-01613,002100,-00484,-00007,-00001,-00007,-00007,-00009,000000,000000,000000,000000,000000,000000,-00002,000000
000000000183,000000018300,-01664,002075,-00409,-00009,000000,000001,-00001,000003,-00001,000001,000001,000001,000000,000000,-00001,-00001
000000000184,000000018400,-01710,002044,-00336,-00008,000004,-00002,000004,-00003,000001,000000,000001,000000,000000,000000,-00001,000001
000000000185,000000018500,-01748,002010,-00262,-00008,000006,000001,000003,-00004,000001,000000,-00001,000001,000001,000000,-00002,-00001
000000000186,000000018600,-01780,001970,-00192,-00009,000005,-00005,000001,000007,000001,000001,000001,000000,000000,000001,-00001,-00001
000000000187,000000018700,-01809,001933,-00126,-00008,-00003,-00001,-00001,-00002,000001,000001,000000,000000,000000,-00001,-00001,-00001
000000000188,000000018800,-01836,001894,-00062,-00008,-00005,-00005,-00003,-00003,000000,000000,000000,000000,000000,000001,000000,-00001
000000000189,000000018900,-01863,001857,000001,-00007,-00003,-00001,-00006,000001,000001,000000,000001,000001,000001,000001,000000,-00001
000000000190,000000019000,-01891,001821,000065,-00007,-00002,-00010,-00005,-00008,000001,000000,000000,000000,000001,000001,-00001,000000
000000000191,000000019100,-01922,001788,000124,-00009,-00008,000003,-00005,-00004,000000,000000,000001,000001,000000,000000,000000,000000
000000000192,000000019200,-01952,001757,000190,-00009,-00010,-00014,-00003,-00001,000001,000000,000000,000001,000001,000001,-00001,000000
000000000193,000000019300,-01986,001723,000254,-00008,-00001,000003,-00005,-00010,000000,000000,000000,000000,000001,000000,-00002,000000
000000000194,000000019400,-02019,001688,000320,-00008,000002,-00006,-00010,-00003,000000,000000,000000,000000,000000,000000,000000,-00001
000000000195,000000019500,-02048,001652,000387,-00008,-00001,-00003,-00009,-00002,000002,000000,000001,000002,000001,000001,000000,000000
000000000196,000000019600,-02074,001610,000452,-00008,000001,000001,-00009,-00007,000000,000000,000000,-00001,000000,000001,-00001,-00001
000000000197,000000019700,-02094,001563,000521,-00008,000006,-00002,-00007,000003,000001,000000,000001,000001,000001,000001,-00001,000000
000000000198,000000019800,-02112,001507,000591,-00008,000007,000001,-00006,-00003,000001,000000,000000,000000,-00001,000001,-00001,-00001
000000000199,000000019900,-02131,001449,000665,-00008,-00001,-00005,-00006,-00004,000001,000001,000001,000001,000000,-00001,-00002,-00001
000000000200,000000020000,-02147,001392,000740,-00008,-00005,000000,-00005,000006,-00001,-00001,-00001,-00001,-00001,000001,-00001,-00001
000000000201,000000020100,-02162,001331,000814,-00009,-00004,-00006,-00006,-00004,000001,000001,000000,000000,000000,000000,-00002,000000
000000000202,000000020200,-02171,001274,000884,-00008,-00003,-00004,-00007,-00004,000000,000000,000000,000000,000000,000001,000000,000000
000000000203,000000020300,-02181,001215,000951,-00009,-00005,-00007,-00003,000001,000001,000000,000000,000000,000001,000000,000000,000000
000000000204,000000020400,-02192,001162,001014,-00008,-00009,000001,-00001,-00009,000002,000000,000000,000000,000000,000000,000000,000000
000000000205,000000020500,-02200,001109,001073,-00009,-00007,-00011,000000,-00004,000000,000000,-00001,000000,-00001,000001,-00001,000000
000000000206,000000020600,-02201,001060,001125,-00008,000000,000005,000003,-00001,000001,000001,000001,000001,-00001,000000,000000,000000
000000000207,000000020700,-02197,001011,001169,-00007,000003,-00010,000003,-00009,000000,000000,000000,000000,000000,000000,-00002,000000
000000000208,000000020800,-02192,000960,001213,-00009,-00001,000003,-00001,-00002,000001,000000,000000,000000,-00002,000000,000000,000000
000000000209,000000020900,-02182,000906,001257,-00007,000003,-00003,-00003,-00001,-00001,000000,-00001,000000,-00001,000000,000000,000000
000000000210,000000021000,-02175,000849,001304,-00008,000009,000001,-00002,-00003,000001,000000,000000,000000,000001,000000,-00001,000000
000000000211,000000021100,-02167,000792,001355,-00008,000007,000000,-00004,000005,000001,000000,-00001,000001,000000,-00001,-00001,-00001
000000000212,000000021200,-02159,000727,001411,-00008,-00001,-00007,-00005,-00003,000000,000000,000000,000001,000001,000001,000000,-00001
000000000213,000000021300,-02145,000655,001468,-00007,-00006,-00001,-00006,-00004,000000,000002,000002,000002,000001,000000,-00001,000000
